"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2803","Проверка перехода на страницу производителя","chromium","Wed Dec 18 18:54:36 GMT 2024","passed","Wed Dec 18 18:54:39 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","2905","Смена валюты","chromium","Wed Dec 18 18:54:29 GMT 2024","passed","Wed Dec 18 18:54:32 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","2542","Оставить отзыв","chromium","Wed Dec 18 18:54:32 GMT 2024","passed","Wed Dec 18 18:54:35 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","8190","Проверка кнопки Return the store","chromium","Wed Dec 18 18:54:39 GMT 2024","passed","Wed Dec 18 18:54:47 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","1482","Проверка пагинации","chromium","Wed Dec 18 18:54:35 GMT 2024","passed","Wed Dec 18 18:54:36 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
