"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3128","Проверка перехода на страницу производителя","chromium","Thu Dec 19 19:53:53 GMT 2024","passed","Thu Dec 19 19:53:56 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","7252","Оставить отзыв","chromium","Thu Dec 19 19:53:23 GMT 2024","failed","Thu Dec 19 19:53:30 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","6433","Проверка пагинации","chromium","Thu Dec 19 19:53:45 GMT 2024","failed","Thu Dec 19 19:53:52 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","2664","Смена валюты","chromium","Thu Dec 19 19:53:03 GMT 2024","passed","Thu Dec 19 19:53:06 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","13300","Проверка кнопки Return the store","chromium","Thu Dec 19 19:54:24 GMT 2024","failed","Thu Dec 19 19:54:37 GMT 2024","Проверка сервиса Academybugs","academybugs.spec.js","",""
