"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6555","Проверка пагинации","chromium","Wed Jan 29 01:44:29 GMT 2025","failed","Wed Jan 29 01:44:36 GMT 2025","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","7544","Оставить отзыв","chromium","Wed Jan 29 01:44:06 GMT 2025","failed","Wed Jan 29 01:44:13 GMT 2025","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","3442","Проверка перехода на страницу производителя","chromium","Wed Jan 29 01:44:36 GMT 2025","passed","Wed Jan 29 01:44:40 GMT 2025","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","3292","Смена валюты","chromium","Wed Jan 29 01:43:45 GMT 2025","passed","Wed Jan 29 01:43:49 GMT 2025","Проверка сервиса Academybugs","academybugs.spec.js","",""
"","13196","Проверка кнопки Return the store","chromium","Wed Jan 29 01:45:12 GMT 2025","failed","Wed Jan 29 01:45:25 GMT 2025","Проверка сервиса Academybugs","academybugs.spec.js","",""
